Source,Nom,Secteur,Ville,Téléphone,Email,Note Google,Nb Avis,Points Forts,Problème,Accroche,Site web,Adresse,URL Maps,Gamme Prix,Services,Editorial,Citation Neg
France,Crousty snack,Kebab,Montpellier,06 87 06 03 25,,4.3,197,"frais, qualite, delicieux",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Point positif c’est ouvert la nuit, c’est bon sans plus le personnel est sympathique"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"50 Rue Henri René, 34000 Montpellier, France",https://maps.google.com/?cid=10857796347974048682,,"livraison, a emporter, sur place, vegetarien, dejeuner, diner, PMR",,"🤮🤮 Franchement si vous tenez à votre transite ne manger pas ici . C’est infecte!

Nous avons commandé hier soir pour toute la famille aujourd’hui nous sommes tous malade. Le tacos viande haché est en  | Point positif c’est ouvert la nuit, c’est bon sans plus le personnel est sympathique"
France,GRILL HOUSE comédie,Kebab,Montpellier,06 59 78 25 09,,4.0,495,conseil,les clients ne peuvent pas voir vos realisations avant de vous choisir,"2 de vos clients sur Google se plaignent du meme probleme : les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""J’ai attendu plus de 20 min avant d’avoir un simple kebab"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"13 Rue de Maguelone, 34000 Montpellier, France",https://maps.google.com/?cid=2739362144046729184,,"livraison, a emporter, reservable en ligne, sur place, dejeuner, diner",,"La qualité de la nourriture était médiocre. Le Tacos 2 Viandes contenait une viande beaucoup trop sèche et trop cuite, avec des morceaux durs, des nerfs et même une plume ; le goût était désagréable.  | Nouveau concept tu commandes mais tu recuits la viande chez toi.

Nous sommes venus prendre un kebab, la viande sur la broche était mi cuite déjà et lorsque j’ai demandé si la viande a été recuite, la"
France,Boulangerie Artisanale MOP,Boulangerie,Montpellier,06 11 42 40 22,,4.2,131,"excellent, accueil, rapide",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Règles d’hygiène à revoir : l’employée prend directement les pizzas avec les mains, les mêmes qu’elle utilise pour manipuler l’arg"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"5 Av. de Lodeve, 34070 Montpellier, France",https://maps.google.com/?cid=13422351025773782143,budget,"livraison, a emporter, PMR",,"Règles d’hygiène à revoir : l’employée prend directement les pizzas avec les mains, les mêmes qu’elle utilise pour manipuler l’argent liquide. Pour couronner le tout, elle est très désagréable : il fa | Je suis très déçu du sandwich. Il est à moitié vide de garniture, celle ci étant disposée sur le bord du sandwich pour fausser l'impression de remplissage. Bon point : le pain au chocolat et le croiss"
France,L’Authentique,Boulangerie,Montpellier,06 98 20 06 07,,3.8,227,"rapide, efficace, frais",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Je vous conseille d'éviter cette boulangerie et si jamais vous y allez, comptez bien combien vous devez payer"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"7 Rue du Faubourg de la Saunerie, 34000 Montpellier, France",https://maps.google.com/?cid=13904127314664500580,,"a emporter, petit-dej, PMR",,"Je vous conseille d'éviter cette boulangerie et si jamais vous y allez, comptez bien combien vous devez payer. Aujourd'hui la vendeuse a voulu me faire payer plus et quand je lui ai gentiment montré s | Accueil glacial à plusieurs reprises.  Ce jour était la fois de trop.  J'ai demandé un sac pour transporter mon sandwich que je n'allais pas consommer de suite,la vendeuse a souflé et m'a posé un sac"
France,Lux Beauty,Estheticienne,Montpellier,06 71 05 03 41,,4.2,76,"professionnel, ecoute, accueil",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Manucure effectuée par une stagiaire, alors que rdv pris avec Basma"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"723 Av. du Maréchal Leclerc, 34070 Montpellier, France",https://maps.google.com/?cid=2799045216969464027,,,,"Je vous laisse constater le résultat de ma manucure 6 jours après ma venue.
Manucure effectuée par une stagiaire, alors que rdv pris avec Basma. La moindre des choses est de demander à la clientèle so"
France,Head Spa & Massage,Spa Massage,Montpellier,07 67 34 21 18,,4.0,10,"accueil, propre",impossible de reserver ou prendre rendez-vous en ligne,"2 de vos clients sur Google se plaignent du meme probleme : impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Ne réponds ni aux appels ni aux sms pour seulement une prise de rdv, et ça depuis plus d’une semaine"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"5 Rue de la Maréchaussée, 34000 Montpellier, France",https://maps.google.com/?cid=10338936617312687307,,,,"Ne réponds ni aux appels ni aux sms pour seulement une prise de rdv, et ça depuis plus d’une semaine. ! Impossible aussi de se rendre sur place car institut introuvable … Mon bon cadeau va donc expire | Bonjour, Nous avions pris rendez-vous mais nous n’avons pas trouvé le lieux. Nous avons essayé d’appeler mais nous n’avons pas eu de réponse.

Serait-il possible de nous donner davantage d’information"
France,Plombier Montpellier Pas Cher 24h/24,Plombier,Montpellier,07 70 04 09 90,,4.4,50,"efficace, ecoute",les clients ne trouvent pas vos tarifs avant de vous contacter,"3 de vos clients sur Google se plaignent du meme probleme : les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Alors qu'au téléphone, on m'avait annoncé 180 euros (tarif normal avec le déplacement)"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"494 Rue Léon Blum, 34000 Montpellier, France",https://maps.google.com/?cid=12700541052029991458,,PMR,,"Grosse arnaque
J'avais une fuite au niveau de mon chauffe-eau, mais sans en connaître la cause exacte, en pleine nuit.
J'appelle donc cette entreprise qui me dit que quelqu'un pourra sans doute passer | Nous avons appelé le numéro indiqué mais ce n'est pas cette entreprise qui est intervenue. Nous sommes tombés sur un escroc qui a pris plus de 1000€ pour changer un simple barillet 😡. Soit ce numéro e"
France,BS PEINTRE/TOITURE :ARTISAN PEINTRE INT/EXT,Peintre,Montpellier,06 12 79 36 74,,4.6,11,"professionnel, qualite, conseil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"74 Rue Jacques Becker, 34070 Montpellier, France",https://maps.google.com/?cid=18223315522392272487,,,,"Très déçue...
J'attends depuis 6 mois qu'ils viennent finir de nettoyer, le moins qu'on puisse dire c'est que les finitions de la façade n'ont pas été très soignées.
J'espérai au moins récupérer un pe"
France,Jb menuiserie,Menuisier,Montpellier,06 50 67 04 98,,4.2,5,"sympathique, reactif, qualite",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Il m’adresse un devis, le temps de comparer je reviens vers lui 1 mois et demi plus tard et il m’annonce une augmentation de 300€ "" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"130 Rue de la Marquerose, 34070 Montpellier, France",https://maps.google.com/?cid=15690018073611850698,,,,"Artisan pas sérieux. Il m’adresse un devis, le temps de comparer je reviens vers lui 1 mois et demi plus tard et il m’annonce une augmentation de 300€ sur un devis à 1400€ alors que les prix des matiè"
France,MTP Menuiseries Alu / bois /pvc,Menuisier,Montpellier,07 83 62 10 30,,4.2,5,,peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"128 Rue Emile Julien, 34070 Montpellier, France",https://maps.google.com/?cid=5495590705832622572,,,,
France,DIMO CARRELAGE,Carreleur,Montpellier,06 52 95 00 42,,4.2,5,"professionnel, qualite, sympathique",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"48 Rue Claude Balbastre LOT 22, 34070 Montpellier, France",https://maps.google.com/?cid=14561149309628941951,,,,"Très mauvaise expérience. Pas professionnelle, délais non respectés et ne tient pas ses engagements. Je ne recommande pas du tout.. à bon entendeur"
France,DIET 7 FITNESS,Salle de Sport,Montpellier,06 43 53 59 59,,4.1,9,"accueil, professionnel, efficace",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"160 Av. de Palavas, 34070 Montpellier, France",https://maps.google.com/?cid=1850275814798787410,,,,"Bonjour, j’ai résilié, il y a plus de cinq ans mon abonnement avec une personne à l’accueil, on m’a dit que tout était bon et aujourd’hui je reçois des nouvelles d’un huissier me disant que je dois un | Un compte en banque toujours débité après un abonnement résilié 4 mois auparavant. Une agence fantôme, sans coach ni patron pour régler le litige et être remboursé, normal quand on vient à apprendre q"
France,Yogahimsa Beaux-Arts,Yoga,Montpellier,06 09 11 86 25,,4.6,11,,peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"am.calas34@gmail.com, 22 Rue Saint-Léon, 34090 Montpellier, France",https://maps.google.com/?cid=8042828755646581377,,,,
France,Chambres d’hôtes b&b,Gite,Montpellier,07 83 84 77 11,,4.6,73,"accueil, propre, excellent",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"1020 Rue Pierre Causse, 34080 Montpellier, France",https://maps.google.com/?cid=13481008571353647219,,,,
France,Epicerie Montpellier Pere Soulas,Epicerie,Montpellier,06 98 99 25 01,,3.8,117,"accueil, gentil",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Mauvaise horaire affichée, écrit ouvert à 10h le dimanche, fermé à 10h40"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"1315 Av. du Père Soulas, 34090 Montpellier, France",https://maps.google.com/?cid=12956998602760891862,,,,"J’y suis allé une fois ou deux, le vendeur à la caisse est sympa et arrangeant. Choukram 😂
Par contre les boisons sont parfois congelés et remis au frais ce qui laisse un goût et enlève les bulles de  | Je ne sait pas qui en vendeur la nuit ...sa contraste avec un autre monsieur qui m'avait bien accueilli mais la non .. ce monsieur est super désagréable et parle mal aux clients! Sauf que c grâce à no"
France,Épicerie Saint Roch Market,Epicerie,Montpellier,06 86 44 31 09,,4.3,24,"accueil, qualite, frais",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Je suis passé à 11h aujourd'hui, c'était fermé malgré horaires affiches, donc déplacement pour rien"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"3 Pl. de Strasbourg, 34000 Montpellier, France",https://maps.google.com/?cid=17386560894783090050,,,,"Je suis passé à 11h aujourd'hui, c'était fermé malgré horaires affiches, donc déplacement pour rien. Il y a deux jours je suis passé, c'était ouvert , mais le gars a a la caisse pas accueillant du tou"
France,SOS apéro ÉPICERIE DE NUIT MONTPELLIER,Epicerie,Montpellier,06 32 15 76 60,,4.5,124,"rapide, efficace, accueil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"16 Av. de Toulouse, 34070 Montpellier, France",https://maps.google.com/?cid=4337931085728360085,,livraison,,
France,NR SHOP H24 OUVERTE 7/7,Epicerie,Montpellier,07 81 18 92 44,,4.2,5,"accueil, top, gentil",difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""Le numéro de téléphone que vous avez renseigné n'est pas celui de l'épicerie"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",NON,"4 Pl. de Tibériade, 34070 Montpellier, France",https://maps.google.com/?cid=13747221522198937413,,,,"Bonjour,
Le numéro de téléphone que vous avez renseigné n'est pas celui de l'épicerie. On a du mal à vous contacter. Vous pouvez le corriger SVP."
France,La Piraterie Epicerie,Epicerie,Montpellier,07 63 94 26 05,,3.5,28,"accueil, conseil, top",vos horaires sont introuvables ou incorrects en ligne,"2 de vos clients sur Google se plaignent du meme probleme : vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Horaires faux ferme le soir"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"3 Rue des Catalpas, 34000 Montpellier, France",https://maps.google.com/?cid=11736967018665506342,,livraison,,"C'est jamais ouvert et ne réponds pas au téléphone et ne rappelle même pas.
Aucun respect de la clientèle.
Je déconseille fortement | Horaires faux ferme le soir"
France,Mhp (superette Mosson),Epicerie,Montpellier,07 64 49 90 21,,4.3,23,conseil,vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""la seul chose bien c'est que sais ouvert très tard et très tôt"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"34080 Montpellier, France",https://maps.google.com/?cid=10833774587737434025,,,,C est la 1ere fois que je me fais arnaquer depuis que je vais chez eux.ils ont oublié de mettre un article de ma commande. Une fois rentrée chez moi je m en suis aperçu et j'ai appelé l épicerie aussi | Si j'y vais c'est que j'ai pas le choix parsque l'ambiance et horrible.la seul chose bien c'est que sais ouvert très tard et très tôt.
